departure_date,origine,destination,is_open_today
2026-08-15,DOL DE BRETAGNE,PARIS (intramuros),0
2026-08-15,DOL DE BRETAGNE,RENNES,1
2026-08-15,DOL DE BRETAGNE,ST MALO,0
2026-08-15,DOLE VILLE,DIJON VILLE,0
2026-08-15,DOLE VILLE,FRASNE,0
2026-08-15,DOLE VILLE,LAUSANNE,0
2026-08-15,DOLE VILLE,MOUCHARD,0
2026-08-15,DOLE VILLE,PARIS (intramuros),0
2026-08-15,DOLE VILLE,VALLORBE,0
2026-08-15,DOLUS D'OLERON,BOURCEFRANC LE CHAPUS,0
2026-08-15,DOLUS D'OLERON,ST PIERRE D'OLERON,0
2026-08-15,DOUAI,AEROPORT ROISSY CDG 2 TGV,0
2026-08-15,DOUAI,ANGERS SAINT LAUD,0
2026-08-15,DOUAI,ANGOULEME,0
2026-08-15,DOUAI,ARRAS,1
2026-08-15,DOUAI,BORDEAUX ST JEAN,0
2026-08-15,DOUAI,LILLE (intramuros),0
2026-08-15,DOUAI,MARNE LA VALLEE CHESSY,0
2026-08-15,DOUAI,MASSY TGV,0
2026-08-15,DOUAI,NANTES,0
2026-08-15,DOUAI,PARIS (intramuros),1
2026-08-15,DOUAI,POITIERS,0
2026-08-15,DOUAI,ST PIERRE DES CORPS,0
2026-08-15,DOUAI,TGV HAUTE PICARDIE,1
2026-08-15,DUNKERQUE,PARIS (intramuros),1
2026-08-15,ELNE,PARIS (intramuros),0
2026-08-15,EMBRUN,PARIS (intramuros),0
2026-08-15,EPINAL,MEUSE TGV,0
2026-08-15,EPINAL,NANCY,0
2026-08-15,EPINAL,PARIS (intramuros),0
2026-08-15,EPINAL,REMIREMONT,0
2026-08-15,ESSLINGEN(NECKAR),AUGSBURG HBF,0
2026-08-15,ESSLINGEN(NECKAR),KARLSRUHE HBF,0
2026-08-15,ESSLINGEN(NECKAR),MUNCHEN HBF,0
2026-08-15,ESSLINGEN(NECKAR),PARIS (intramuros),0
2026-08-15,ESSLINGEN(NECKAR),STRASBOURG,0
2026-08-15,ESSLINGEN(NECKAR),ULM HBF,0
2026-08-15,ETAPLES   LE TOUQUET,PARIS (intramuros),1
2026-08-15,EVIAN LES BAINS,ANNEMASSE,1
2026-08-15,EVIAN LES BAINS,BELLEGARDE SUR VALSERINE GARE,0
2026-08-15,EVIAN LES BAINS,PARIS (intramuros),0
2026-08-15,EVIAN LES BAINS,THONON LES BAINS,1
2026-08-15,FIGEAC,PARIS (intramuros),0
2026-08-15,FIGUERES VILAFANT,AGDE,0
2026-08-15,FIGUERES VILAFANT,BEZIERS,0
2026-08-15,FIGUERES VILAFANT,MONTPELLIER SAINT ROCH,0
2026-08-15,FIGUERES VILAFANT,MONTPELLIER SUD DE FRANCE,0
2026-08-15,FIGUERES VILAFANT,NARBONNE,0
2026-08-15,FIGUERES VILAFANT,NIMES CENTRE,0
2026-08-15,FIGUERES VILAFANT,NIMES PONT DU GARD,0
2026-08-15,FIGUERES VILAFANT,PARIS (intramuros),0
2026-08-15,FIGUERES VILAFANT,PERPIGNAN,0
2026-08-15,FIGUERES VILAFANT,SETE,0
2026-08-15,FIGUERES VILAFANT,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-15,FOIX,LES AUBRAIS ORLEANS,0
2026-08-15,FOIX,PARIS (intramuros),0
2026-08-15,FORBACH,FRANKFURT AM MAIN HBF,0
2026-08-15,FORBACH,KAISERSLAUTERN HBF,0
2026-08-15,FORBACH,MANNHEIM HBF,0
2026-08-15,FORBACH,PARIS (intramuros),0
2026-08-15,FORBACH,SAARBRUECKEN/SARREBRUCK,0
2026-08-15,FRANKFURT AM MAIN HBF,AIX EN PROVENCE TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,ANGOULEME,0
2026-08-15,FRANKFURT AM MAIN HBF,AVIGNON TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,BADEN BADEN,0
2026-08-15,FRANKFURT AM MAIN HBF,BELFORT MONTBELIARD TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,BESANCON FRANCHE COMTE TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,BORDEAUX ST JEAN,0
2026-08-15,FRANKFURT AM MAIN HBF,CHALON SUR SAONE,0
2026-08-15,FRANKFURT AM MAIN HBF,CHAMPAGNE ARDENNE TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,FORBACH,0
2026-08-15,FRANKFURT AM MAIN HBF,KAISERSLAUTERN HBF,0
2026-08-15,FRANKFURT AM MAIN HBF,KARLSRUHE HBF,0
2026-08-15,FRANKFURT AM MAIN HBF,LORRAINE TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,LYON (intramuros),0
2026-08-15,FRANKFURT AM MAIN HBF,MANNHEIM HBF,0
2026-08-15,FRANKFURT AM MAIN HBF,MARNE LA VALLEE CHESSY,0
2026-08-15,FRANKFURT AM MAIN HBF,MARSEILLE ST CHARLES,0
2026-08-15,FRANKFURT AM MAIN HBF,MASSY TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,MEUSE TGV,0
2026-08-15,FRANKFURT AM MAIN HBF,MULHOUSE VILLE,0
2026-08-15,FRANKFURT AM MAIN HBF,PARIS (intramuros),0
2026-08-15,FRANKFURT AM MAIN HBF,POITIERS,0
2026-08-15,FRANKFURT AM MAIN HBF,SAARBRUECKEN/SARREBRUCK,0
2026-08-15,FRANKFURT AM MAIN HBF,ST PIERRE DES CORPS,0
2026-08-15,FRANKFURT AM MAIN HBF,STRASBOURG,0
2026-08-15,FRASNE,DIJON VILLE,0
2026-08-15,FRASNE,DOLE VILLE,0
2026-08-15,FRASNE,GENEVE CORNAVIN,0
2026-08-15,FRASNE,LAUSANNE,0
2026-08-15,FRASNE,MOUCHARD,0
2026-08-15,FRASNE,PARIS (intramuros),0
2026-08-15,FRASNE,VALLORBE,0
2026-08-15,FRESNES AU MONT,MEUSE TGV,0
2026-08-15,FRESNES AU MONT,PIERREFITTE SUR AIRE,0
2026-08-15,FRESNES AU MONT,SAINT MIHIEL,0
2026-08-15,FUTUROSCOPE,ANGOULEME,0
2026-08-15,FUTUROSCOPE,BORDEAUX ST JEAN,0
2026-08-15,FUTUROSCOPE,CHATELLERAULT,0
2026-08-15,FUTUROSCOPE,JUVISY,0
2026-08-15,FUTUROSCOPE,LES AUBRAIS ORLEANS,0
2026-08-15,FUTUROSCOPE,PARIS (intramuros),0
2026-08-15,FUTUROSCOPE,POITIERS,0
2026-08-15,FUTUROSCOPE,ST PIERRE DES CORPS,0
2026-08-15,FUTUROSCOPE,VENDOME VILLIERS SUR LOIR,0
2026-08-15,GAP,PARIS (intramuros),0
2026-08-15,GENEVE CORNAVIN,FRASNE,0
2026-08-15,GENEVE CORNAVIN,PARIS (intramuros),0
2026-08-15,GENEVE CORNAVIN,VALLORBE,0
2026-08-15,GIRONA,AGDE,0
2026-08-15,GIRONA,BEZIERS,0
2026-08-15,GIRONA,MONTPELLIER SAINT ROCH,0
2026-08-15,GIRONA,MONTPELLIER SUD DE FRANCE,0
2026-08-15,GIRONA,NARBONNE,0
2026-08-15,GIRONA,NIMES CENTRE,0
2026-08-15,GIRONA,NIMES PONT DU GARD,0
2026-08-15,GIRONA,PARIS (intramuros),0
2026-08-15,GIRONA,PERPIGNAN,0
2026-08-15,GIRONA,SETE,0
2026-08-15,GIRONA,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-15,GOURDON,ARGENTON SUR CREUSE,0
2026-08-15,GOURDON,BRIVE LA GAILLARDE,0
2026-08-15,GOURDON,CAHORS,0
2026-08-15,GOURDON,CAUSSADE(TARN ET GARONNE),0
2026-08-15,GOURDON,CHATEAUROUX,0
2026-08-15,GOURDON,ISSOUDUN,0
2026-08-15,GOURDON,LA SOUTERRAINE,0
2026-08-15,GOURDON,LES AUBRAIS ORLEANS,0
2026-08-15,GOURDON,LIMOGES BENEDICTINS,0
2026-08-15,GOURDON,MONTAUBAN VILLE BOURBON,0
2026-08-15,GOURDON,PARIS (intramuros),0
2026-08-15,GOURDON,SOUILLAC,0
2026-08-15,GOURDON,TOULOUSE MATABIAU,0
2026-08-15,GOURDON,UZERCHE,0
2026-08-15,GOURDON,VIERZON,0
2026-08-15,GRAMAT,PARIS (intramuros),0
2026-08-15,GRENOBLE,LYON ST EXUPERY TGV.,0
2026-08-15,GRENOBLE,PARIS (intramuros),0
2026-08-15,GUINGAMP,BREST,0
2026-08-15,GUINGAMP,LAMBALLE,0
2026-08-15,GUINGAMP,LANDERNEAU,0
2026-08-15,GUINGAMP,LANNION,0
2026-08-15,GUINGAMP,LAVAL,0
2026-08-15,GUINGAMP,MORLAIX,0
2026-08-15,GUINGAMP,PARIS (intramuros),0
2026-08-15,GUINGAMP,PLOUARET TREGOR,0
2026-08-15,GUINGAMP,RENNES,0
2026-08-15,GUINGAMP,ST BRIEUC,0
2026-08-15,HAZEBROUCK,PARIS (intramuros),1
2026-08-15,HENDAYE,BAYONNE,0
2026-08-15,HENDAYE,BIARRITZ,0
2026-08-15,HENDAYE,BORDEAUX ST JEAN,0
2026-08-15,HENDAYE,DAX,0
2026-08-15,HENDAYE,LOURDES,0
2026-08-15,HENDAYE,MASSY TGV,0
2026-08-15,HENDAYE,MONTREJEAU GOURDAN POLIGNAN,0
2026-08-15,HENDAYE,ORTHEZ,0
2026-08-15,HENDAYE,PARIS (intramuros),0
2026-08-15,HENDAYE,PAU,0
2026-08-15,HENDAYE,ST JEAN DE LUZ CIBOURE,0
2026-08-15,HENDAYE,TARBES,0
2026-08-15,HENDAYE,TOULOUSE MATABIAU,0
2026-08-15,HYERES,AIX EN PROVENCE TGV,0
2026-08-15,HYERES,AVIGNON TGV,0
2026-08-15,HYERES,MARSEILLE ST CHARLES,0
2026-08-15,HYERES,PARIS (intramuros),0
2026-08-15,HYERES,TOULON,0
2026-08-15,ISSOIRE,ARVANT,0
2026-08-15,ISSOIRE,AUMONT AUBRAC,0
2026-08-15,ISSOIRE,BANASSAC LA CANOURGUE,0
2026-08-15,ISSOIRE,BEDARIEUX,0
2026-08-15,ISSOIRE,BEZIERS,0
2026-08-15,ISSOIRE,BRASSAC LES MINES STE FLORINE,0
2026-08-15,ISSOIRE,CAMPAGNAC ST GENIEZ,0
2026-08-15,ISSOIRE,CEILHES ROQUEREDONDE,0
2026-08-15,ISSOIRE,CLERMONT FERRAND,0
2026-08-15,ISSOIRE,LE BOUSQUET D'ORB,0
2026-08-15,ISSOIRE,LE MONASTIER,0
2026-08-15,ISSOIRE,MAGALAS,0
2026-08-15,ISSOIRE,MARVEJOLS,0
2026-08-15,ISSOIRE,MASSIAC BLESLE,0
2026-08-15,ISSOIRE,MILLAU,0
2026-08-15,ISSOIRE,NEUSSARGUES,0
2026-08-15,ISSOIRE,SAINT CHELY D'APCHER,0
2026-08-15,ISSOIRE,SAINT GEORGES DE LUZENCON,0
2026-08-15,ISSOIRE,SAINT ROME DE CERNON,0
2026-08-15,ISSOIRE,SEVERAC LE CHATEAU,0
2026-08-15,ISSOIRE,ST FLOUR CHAUDES AIGUES,0
2026-08-15,ISSOIRE,TOURNEMIRE ROQUEFORT,0
2026-08-15,ISSOUDUN,BRIVE LA GAILLARDE,0
2026-08-15,ISSOUDUN,CHATEAUROUX,0
2026-08-15,ISSOUDUN,LA SOUTERRAINE,0
2026-08-15,ISSOUDUN,LIMOGES BENEDICTINS,0
2026-08-15,ISSOUDUN,PARIS (intramuros),0
2026-08-15,ISSOUDUN,UZERCHE,0
2026-08-15,ISSOUDUN,VIERZON,0
2026-08-15,JONZAC,BORDEAUX ST JEAN,0
2026-08-15,JONZAC,LA ROCHE SUR YON,0
2026-08-15,JONZAC,LA ROCHELLE VILLE,0
2026-08-15,JONZAC,LUCON,0
2026-08-15,JONZAC,NANTES,0
2026-08-15,JONZAC,ROCHEFORT,0
2026-08-15,JONZAC,SAINTES,0
2026-08-15,JUVISY,ANGERS SAINT LAUD,0
2026-08-15,JUVISY,ANGOULAME,0
2026-08-15,JUVISY,BLOIS   CHAMBORD,0
2026-08-15,JUVISY,BORDEAUX ST JEAN,0
2026-08-15,JUVISY,CHARTRES,0
2026-08-15,JUVISY,FUTUROSCOPE,0
2026-08-15,JUVISY,LAVAL,0
2026-08-15,JUVISY,LE MANS,0
2026-08-15,JUVISY,LES AUBRAIS ORLEANS,0
2026-08-15,JUVISY,NANTES,0
2026-08-15,JUVISY,POITIERS,0
2026-08-15,JUVISY,RENNES,0
2026-08-15,JUVISY,SAUMUR,0
2026-08-15,JUVISY,ST PIERRE DES CORPS,0
2026-08-15,KAISERSLAUTERN HBF,FORBACH,0
2026-08-15,KAISERSLAUTERN HBF,FRANKFURT AM MAIN HBF,0
2026-08-15,KAISERSLAUTERN HBF,MANNHEIM HBF,0
2026-08-15,KAISERSLAUTERN HBF,PARIS (intramuros),0
2026-08-15,KAISERSLAUTERN HBF,SAARBRUECKEN/SARREBRUCK,0
2026-08-15,KARLSRUHE HBF,AIX EN PROVENCE TGV,0
2026-08-15,KARLSRUHE HBF,ANGOULEME,0
2026-08-15,KARLSRUHE HBF,AUGSBURG HBF,0
2026-08-15,KARLSRUHE HBF,AVIGNON TGV,0
2026-08-15,KARLSRUHE HBF,BADEN BADEN,0
2026-08-15,KARLSRUHE HBF,BELFORT MONTBELIARD TGV,0
2026-08-15,KARLSRUHE HBF,BESANCON FRANCHE COMTE TGV,0
2026-08-15,KARLSRUHE HBF,BORDEAUX ST JEAN,0
2026-08-15,KARLSRUHE HBF,CHALON SUR SAONE,0
2026-08-15,KARLSRUHE HBF,CHAMPAGNE ARDENNE TGV,0
2026-08-15,KARLSRUHE HBF,ESSLINGEN(NECKAR),0
2026-08-15,KARLSRUHE HBF,FRANKFURT AM MAIN HBF,0
2026-08-15,KARLSRUHE HBF,LORRAINE TGV,0
2026-08-15,KARLSRUHE HBF,LYON (intramuros),0
2026-08-15,KARLSRUHE HBF,MANNHEIM HBF,0
2026-08-15,KARLSRUHE HBF,MARNE LA VALLEE CHESSY,0
2026-08-15,KARLSRUHE HBF,MARSEILLE ST CHARLES,0
2026-08-15,KARLSRUHE HBF,MASSY TGV,0
2026-08-15,KARLSRUHE HBF,MEUSE TGV,0
2026-08-15,KARLSRUHE HBF,MULHOUSE VILLE,0
2026-08-15,KARLSRUHE HBF,MUNCHEN HBF,0
2026-08-15,KARLSRUHE HBF,PARIS (intramuros),0
2026-08-15,KARLSRUHE HBF,POITIERS,0
2026-08-15,KARLSRUHE HBF,ST PIERRE DES CORPS,0
2026-08-15,KARLSRUHE HBF,STRASBOURG,0
2026-08-15,KARLSRUHE HBF,STUTTGART HBF,0
2026-08-15,KARLSRUHE HBF,ULM HBF,0
2026-08-15,KARLSRUHE HBF,VAIHINGEN (ENZ),0
2026-08-15,L'ARGENTIERE LES ECRINS,PARIS (intramuros),0
2026-08-15,L'HOSPITALET PRES L'AND.,LES AUBRAIS ORLEANS,0
2026-08-15,L'HOSPITALET PRES L'AND.,PARIS (intramuros),0
2026-08-15,LA BAULE ESCOUBLAC,ANGERS SAINT LAUD,0
2026-08-15,LA BAULE ESCOUBLAC,LE CROISIC,1
2026-08-15,LA BAULE ESCOUBLAC,LE MANS,0
2026-08-15,LA BAULE ESCOUBLAC,LE POULIGUEN,1
2026-08-15,LA BAULE ESCOUBLAC,NANTES,0
2026-08-15,LA BAULE ESCOUBLAC,PARIS (intramuros),0
2026-08-15,LA BAULE ESCOUBLAC,PORNICHET,0
2026-08-15,LA BAULE ESCOUBLAC,SABLE SUR SARTHE,0
2026-08-15,LA BAULE ESCOUBLAC,ST NAZAIRE,0
2026-08-15,LA NOUE,LA ROCHELLE VILLE,0
2026-08-15,LA NOUE,RIVEDOUX PLAGE,0
2026-08-15,LA NOUE,ST MARTIN DE RE,0
2026-08-15,LA NOUE,STE MARIE DE RE,0
2026-08-15,LA ROCHE SUR YON,ANGERS SAINT LAUD,0
2026-08-15,LA ROCHE SUR YON,BORDEAUX ST JEAN,0
2026-08-15,LA ROCHE SUR YON,JONZAC,0
2026-08-15,LA ROCHE SUR YON,LA ROCHELLE VILLE,0
2026-08-15,LA ROCHE SUR YON,LE MANS,0
2026-08-15,LA ROCHE SUR YON,LES SABLES D'OLONNE,0
2026-08-15,LA ROCHE SUR YON,LUCON,0
2026-08-15,LA ROCHE SUR YON,NANTES,0
2026-08-15,LA ROCHE SUR YON,PARIS (intramuros),0
2026-08-15,LA ROCHE SUR YON,ROCHEFORT,0
2026-08-15,LA ROCHE SUR YON,SAINTES,0
2026-08-15,LA ROCHELLE VILLE,AEROPORT ROISSY CDG 2 TGV,0
2026-08-15,LA ROCHELLE VILLE,BORDEAUX ST JEAN,0
2026-08-15,LA ROCHELLE VILLE,CHAMPAGNE ARDENNE TGV,0
2026-08-15,LA ROCHELLE VILLE,JONZAC,0
2026-08-15,LA ROCHELLE VILLE,LA NOUE,0
2026-08-15,LA ROCHELLE VILLE,LA ROCHE SUR YON,0
2026-08-15,LA ROCHELLE VILLE,LES PORTES EN RE,0
2026-08-15,LA ROCHELLE VILLE,LOIX,0
2026-08-15,LA ROCHELLE VILLE,LORRAINE TGV,0
2026-08-15,LA ROCHELLE VILLE,LUCON,0
2026-08-15,LA ROCHELLE VILLE,MARNE LA VALLEE CHESSY,0
2026-08-15,LA ROCHELLE VILLE,MASSY TGV,0
2026-08-15,LA ROCHELLE VILLE,NANTES,0
2026-08-15,LA ROCHELLE VILLE,NIORT,0
2026-08-15,LA ROCHELLE VILLE,PARIS (intramuros),0
2026-08-15,LA ROCHELLE VILLE,POITIERS,0
2026-08-15,LA ROCHELLE VILLE,RIVEDOUX PLAGE,0
2026-08-15,LA ROCHELLE VILLE,ROCHEFORT,0
2026-08-15,LA ROCHELLE VILLE,SAINTES,0
2026-08-15,LA ROCHELLE VILLE,ST MAIXENT (DEUX SEVRES),0
2026-08-15,LA ROCHELLE VILLE,ST MARTIN DE RE,0
2026-08-15,LA ROCHELLE VILLE,ST PIERRE DES CORPS,0
2026-08-15,LA ROCHELLE VILLE,STE MARIE DE RE,0
2026-08-15,LA ROCHELLE VILLE,STRASBOURG,0
2026-08-15,LA ROCHELLE VILLE,SURGERES,0
2026-08-15,LA SOUTERRAINE,ARGENTON SUR CREUSE,0
2026-08-15,LA SOUTERRAINE,BRIVE LA GAILLARDE,0
2026-08-15,LA SOUTERRAINE,CAHORS,0
2026-08-15,LA SOUTERRAINE,CAUSSADE(TARN ET GARONNE),0
2026-08-15,LA SOUTERRAINE,CHATEAUROUX,0
2026-08-15,LA SOUTERRAINE,GOURDON,0
2026-08-15,LA SOUTERRAINE,ISSOUDUN,0
2026-08-15,LA SOUTERRAINE,LES AUBRAIS ORLEANS,0
2026-08-15,LA SOUTERRAINE,LIMOGES BENEDICTINS,0
2026-08-15,LA SOUTERRAINE,MONTAUBAN VILLE BOURBON,0
2026-08-15,LA SOUTERRAINE,PARIS (intramuros),0
2026-08-15,LA SOUTERRAINE,SOUILLAC,0
2026-08-15,LA SOUTERRAINE,TOULOUSE MATABIAU,0
2026-08-15,LA SOUTERRAINE,UZERCHE,0
2026-08-15,LA SOUTERRAINE,VIERZON,0
2026-08-15,LA TESTE,ANGOULEME,0
2026-08-15,LA TESTE,ARCACHON,0
2026-08-15,LA TESTE,BIGANOS FACTURE,0
2026-08-15,LA TESTE,BORDEAUX ST JEAN,0
2026-08-15,LA TESTE,PARIS (intramuros),0
2026-08-15,LACANAU OCEAN,BORDEAUX ST JEAN,0
2026-08-15,LAMBALLE,BREST,0
2026-08-15,LAMBALLE,GUINGAMP,0
2026-08-15,LAMBALLE,LANDERNEAU,0
2026-08-15,LAMBALLE,LAVAL,0
2026-08-15,LAMBALLE,MORLAIX,0
2026-08-15,LAMBALLE,PARIS (intramuros),0
2026-08-15,LAMBALLE,PLOUARET TREGOR,0
2026-08-15,LAMBALLE,RENNES,0
2026-08-15,LAMBALLE,ST BRIEUC,0
2026-08-15,LANDERNEAU,BREST,0
2026-08-15,LANDERNEAU,GUINGAMP,0
2026-08-15,LANDERNEAU,LAMBALLE,0
2026-08-15,LANDERNEAU,LAVAL,0
2026-08-15,LANDERNEAU,MORLAIX,0
2026-08-15,LANDERNEAU,PARIS (intramuros),0
2026-08-15,LANDERNEAU,PLOUARET TREGOR,0
2026-08-15,LANDERNEAU,RENNES,0
2026-08-15,LANDERNEAU,ST BRIEUC,0
2026-08-15,LANDRY,AIME LA PLAGNE,0
2026-08-15,LANDRY,ALBERTVILLE,0
2026-08-15,LANDRY,BOURG SAINT MAURICE,0
2026-08-15,LANDRY,CHAMBERY CHALLES LES EAUX,0
2026-08-15,LANDRY,MOUTIERS SALINS BRIDES LES BAINS,0
2026-08-15,LANDRY,PARIS (intramuros),0
2026-08-15,LANNEMEZAN,BAYONNE,0
2026-08-15,LANNEMEZAN,BIARRITZ,0
2026-08-15,LANNEMEZAN,HENDAYE,0
2026-08-15,LANNEMEZAN,LOURDES,0
2026-08-15,LANNEMEZAN,ORTHEZ,0
2026-08-15,LANNEMEZAN,PAU,0
2026-08-15,LANNEMEZAN,ST JEAN DE LUZ CIBOURE,0
2026-08-15,LANNEMEZAN,TARBES,0
2026-08-15,LANNEMEZAN,TOULOUSE MATABIAU,0
2026-08-15,LANNION,PARIS (intramuros),0
2026-08-15,LANNION,RENNES,0
2026-08-15,LANNION,ST BRIEUC,0
2026-08-15,LAROQUEBROU BATIMENT VOYAGEURS,PARIS (intramuros),0
2026-08-15,LATOUR DE CAROL ENVEITG,LES AUBRAIS ORLEANS,0
2026-08-15,LATOUR DE CAROL ENVEITG,PARIS (intramuros),0
2026-08-15,LAUSANNE,DIJON VILLE,0
2026-08-15,LAUSANNE,DOLE VILLE,0
2026-08-15,LAUSANNE,FRASNE,0
2026-08-15,LAUSANNE,MOUCHARD,0
2026-08-15,LAUSANNE,PARIS (intramuros),0
2026-08-15,LAVAL,AEROPORT ROISSY CDG 2 TGV,0
2026-08-15,LAVAL,AURAY,0
2026-08-15,LAVAL,BREST,0
2026-08-15,LAVAL,CHARTRES,0
2026-08-15,LAVAL,DOL DE BRETAGNE,0
2026-08-15,LAVAL,GUINGAMP,0
2026-08-15,LAVAL,JUVISY,0
2026-08-15,LAVAL,LE MANS,0
2026-08-15,LAVAL,LILLE (intramuros),0
2026-08-15,LAVAL,LORIENT,0
2026-08-15,LAVAL,LYON (intramuros),0
2026-08-15,LAVAL,MARNE LA VALLEE CHESSY,0
2026-08-15,LAVAL,MASSY PALAISEAU,0
2026-08-15,LAVAL,MASSY TGV,0
2026-08-15,LAVAL,MORLAIX,0
2026-08-15,LAVAL,PARIS (intramuros),0
2026-08-15,LAVAL,QUIMPER,0
2026-08-15,LAVAL,RENNES,1
2026-08-15,LAVAL,ST BRIEUC,0
2026-08-15,LAVAL,ST MALO,0
2026-08-15,LAVAL,TGV HAUTE PICARDIE,0
2026-08-15,LAVAL,VANNES,0
2026-08-15,LAVAL,VERSAILLES CHANTIERS,0
2026-08-15,LAVAL,VITRE,0
2026-08-15,LE BOUSQUET D'ORB,ARVANT,0
2026-08-15,LE BOUSQUET D'ORB,AUMONT AUBRAC,0
2026-08-15,LE BOUSQUET D'ORB,BANASSAC LA CANOURGUE,0
2026-08-15,LE BOUSQUET D'ORB,BEDARIEUX,0
2026-08-15,LE BOUSQUET D'ORB,BEZIERS,0
2026-08-15,LE BOUSQUET D'ORB,BRASSAC LES MINES STE FLORINE,0
2026-08-15,LE BOUSQUET D'ORB,CAMPAGNAC ST GENIEZ,0
2026-08-15,LE BOUSQUET D'ORB,CEILHES ROQUEREDONDE,0
2026-08-15,LE BOUSQUET D'ORB,CLERMONT FERRAND,0
2026-08-15,LE BOUSQUET D'ORB,ISSOIRE,0
2026-08-15,LE BOUSQUET D'ORB,LE MONASTIER,0
2026-08-15,LE BOUSQUET D'ORB,MAGALAS,0
2026-08-15,LE BOUSQUET D'ORB,MARVEJOLS,0
2026-08-15,LE BOUSQUET D'ORB,MASSIAC BLESLE,0
2026-08-15,LE BOUSQUET D'ORB,MILLAU,0
2026-08-15,LE BOUSQUET D'ORB,NEUSSARGUES,0
2026-08-15,LE BOUSQUET D'ORB,SAINT CHELY D'APCHER,0
2026-08-15,LE BOUSQUET D'ORB,SAINT GEORGES DE LUZENCON,0
2026-08-15,LE BOUSQUET D'ORB,SAINT ROME DE CERNON,0
2026-08-15,LE BOUSQUET D'ORB,SEVERAC LE CHATEAU,0
2026-08-15,LE BOUSQUET D'ORB,ST FLOUR CHAUDES AIGUES,0
2026-08-15,LE BOUSQUET D'ORB,TOURNEMIRE ROQUEFORT,0
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,AEROPORT ROISSY CDG 2 TGV,0
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,BRUXELLES MIDI,0
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,LILLE (intramuros),0
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,LYON (intramuros),1
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,MACON LOCHE TGV,0
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,MARNE LA VALLEE CHESSY,0
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,PARIS (intramuros),1
2026-08-15,LE CREUSOT MONTCEAU MONTCHANIN,SAINT ETIENNE CHATEAUCREUX,0
2026-08-15,LE CROISIC,ANGERS SAINT LAUD,0
2026-08-15,LE CROISIC,LA BAULE ESCOUBLAC,0
2026-08-15,LE CROISIC,LE MANS,0
2026-08-15,LE CROISIC,LE POULIGUEN,0
2026-08-15,LE CROISIC,NANTES,0
2026-08-15,LE CROISIC,PARIS (intramuros),0
2026-08-15,LE CROISIC,PORNICHET,0
2026-08-15,LE CROISIC,SABLE SUR SARTHE,0
2026-08-15,LE CROISIC,ST NAZAIRE,0
2026-08-15,LE MANS,AEROPORT ROISSY CDG 2 TGV,0
2026-08-15,LE MANS,AIX EN PROVENCE TGV,0
2026-08-15,LE MANS,ANGERS SAINT LAUD,0
2026-08-15,LE MANS,AURAY,0
2026-08-15,LE MANS,AVIGNON TGV,0
2026-08-15,LE MANS,BREST,0
2026-08-15,LE MANS,CHAMPAGNE ARDENNE TGV,0
2026-08-15,LE MANS,CHARTRES,0
2026-08-15,LE MANS,GUINGAMP,0
2026-08-15,LE MANS,JUVISY,0
2026-08-15,LE MANS,LA BAULE ESCOUBLAC,0
2026-08-15,LE MANS,LA ROCHE SUR YON,0
2026-08-15,LE MANS,LAMBALLE,0
2026-08-15,LE MANS,LAVAL,1
2026-08-15,LE MANS,LE CROISIC,0
2026-08-15,LE MANS,LE POULIGUEN,0
2026-08-15,LE MANS,LES SABLES D'OLONNE,0
2026-08-15,LE MANS,LILLE (intramuros),0
2026-08-15,LE MANS,LORIENT,0
2026-08-15,LE MANS,LORRAINE TGV,0
2026-08-15,LE MANS,LYON (intramuros),0
2026-08-15,LE MANS,MARNE LA VALLEE CHESSY,0
2026-08-15,LE MANS,MARSEILLE ST CHARLES,0
2026-08-15,LE MANS,MASSY PALAISEAU,0
2026-08-15,LE MANS,MASSY TGV,0
2026-08-15,LE MANS,MEUSE TGV,0
2026-08-15,LE MANS,MORLAIX,0
2026-08-15,LE MANS,NANTES,0
2026-08-15,LE MANS,PARIS (intramuros),0
2026-08-15,LE MANS,PORNICHET,0
2026-08-15,LE MANS,QUIMPER,0
2026-08-15,LE MANS,QUIMPERLE,0
2026-08-15,LE MANS,RENNES,1
2026-08-15,LE MANS,ROSPORDEN,0
2026-08-15,LE MANS,SABLE SUR SARTHE,0
2026-08-15,LE MANS,ST BRIEUC,0
2026-08-15,LE MANS,ST NAZAIRE,0
2026-08-15,LE MANS,STRASBOURG,0
2026-08-15,LE MANS,TGV HAUTE PICARDIE,0
2026-08-15,LE MANS,VANNES,0
