origin,destination,delta_days,proba_open
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,23,0.14081961656673384
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,24,0.18081761507638586
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,25,0.16391519470954768
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,26,0.1696452402599015
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,27,0.17668993241011738
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,28,0.1074202415066464
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,29,0.12462656849121734
AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,30,0.07961927846280888
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,0,0.36026045721651756
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,1,0.06607719441052776
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,2,0.041550838413583514
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,3,0.041697959810704906
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,4,0.013667933626690524
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,5,0.02166139642898725
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,6,0.011806826157089285
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,7,0.024046307970737858
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,8,0.01640541279883269
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,9,0.01807017227696256
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,10,0.015287659499356466
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,11,0.013788898197813305
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,12,0.0026189854207095587
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,13,0.001812097812097812
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,14,0.0047146556362658056
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,15,0.0005173992673992674
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,16,0.0018675595238095237
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,17,0.00035714285714285714
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,18,0.0004815209665955935
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,19,0.002387057387057387
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,20,0.0010238095238095238
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,21,0.003892455130200228
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,22,0.0017613503734827266
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,23,0.0009253246753246752
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,24,0.0006122448979591836
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,25,0.001055332956627455
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,26,0.00111513025118763
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,27,0.0009847799879445448
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,28,0.0004061624649859944
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,29,0.004350198412698412
ALBERTVILLE,AEROPORT ROISSY CDG 2 TGV,30,0.00035714285714285714
ALBERTVILLE,AIME LA PLAGNE,0,0.0027350666293914825
ALBERTVILLE,AIME LA PLAGNE,1,0.0006802721088435374
ALBERTVILLE,AIME LA PLAGNE,2,0.0
ALBERTVILLE,AIME LA PLAGNE,3,0.0
ALBERTVILLE,AIME LA PLAGNE,4,0.0074559484284593405
ALBERTVILLE,AIME LA PLAGNE,5,0.006686721283495478
ALBERTVILLE,AIME LA PLAGNE,6,0.002988986657464918
ALBERTVILLE,AIME LA PLAGNE,7,0.0011710754211935127
ALBERTVILLE,AIME LA PLAGNE,8,0.003993182743182743
ALBERTVILLE,AIME LA PLAGNE,9,0.006438545115015704
ALBERTVILLE,AIME LA PLAGNE,10,0.005767463235294118
ALBERTVILLE,AIME LA PLAGNE,11,0.0033040540941860802
ALBERTVILLE,AIME LA PLAGNE,12,0.0
ALBERTVILLE,AIME LA PLAGNE,13,0.0005376344086021505
ALBERTVILLE,AIME LA PLAGNE,14,0.00013550135501355014
ALBERTVILLE,AIME LA PLAGNE,15,0.0007236227824463118
ALBERTVILLE,AIME LA PLAGNE,16,0.0
ALBERTVILLE,AIME LA PLAGNE,17,0.0001388888888888889
ALBERTVILLE,AIME LA PLAGNE,18,0.0
ALBERTVILLE,AIME LA PLAGNE,19,0.0
ALBERTVILLE,AIME LA PLAGNE,20,0.0
ALBERTVILLE,AIME LA PLAGNE,21,0.0002849002849002849
ALBERTVILLE,AIME LA PLAGNE,22,0.0007330246913580246
ALBERTVILLE,AIME LA PLAGNE,23,0.0
ALBERTVILLE,AIME LA PLAGNE,24,0.0
ALBERTVILLE,AIME LA PLAGNE,25,0.0
ALBERTVILLE,AIME LA PLAGNE,26,0.0
ALBERTVILLE,AIME LA PLAGNE,27,0.0
ALBERTVILLE,AIME LA PLAGNE,28,0.0002849002849002849
ALBERTVILLE,AIME LA PLAGNE,29,0.0
ALBERTVILLE,AIME LA PLAGNE,30,0.0
ALBERTVILLE,ARRAS,0,0.07639828383077697
ALBERTVILLE,ARRAS,1,0.0409061980046436
ALBERTVILLE,ARRAS,2,0.0015411186395642355
ALBERTVILLE,ARRAS,3,0.006509067357512954
ALBERTVILLE,ARRAS,4,0.008085638156772828
ALBERTVILLE,ARRAS,5,0.017501033944717637
ALBERTVILLE,ARRAS,6,0.014409484239254115
ALBERTVILLE,ARRAS,7,0.020078574065964895
ALBERTVILLE,ARRAS,8,0.005400594503684062
ALBERTVILLE,ARRAS,9,0.0034099702035377513
ALBERTVILLE,ARRAS,10,0.008612194933329605
ALBERTVILLE,ARRAS,11,0.019930741185846337
ALBERTVILLE,ARRAS,12,9.157509157509159e-05
ALBERTVILLE,ARRAS,13,0.00047036297036297036
ALBERTVILLE,ARRAS,14,0.00023281802942819895
ALBERTVILLE,ARRAS,15,9.157509157509159e-05
ALBERTVILLE,ARRAS,16,0.00015932576908186664
ALBERTVILLE,ARRAS,17,0.0007582417582417582
ALBERTVILLE,ARRAS,18,0.0016666666666666668
ALBERTVILLE,ARRAS,19,0.0009417808219178081
ALBERTVILLE,ARRAS,20,9.157509157509159e-05
ALBERTVILLE,ARRAS,21,0.00011608489549666022
ALBERTVILLE,ARRAS,22,9.157509157509159e-05
ALBERTVILLE,ARRAS,23,0.0001254504303284791
ALBERTVILLE,ARRAS,24,9.157509157509159e-05
ALBERTVILLE,ARRAS,25,9.157509157509159e-05
ALBERTVILLE,ARRAS,26,0.0019751367354107078
ALBERTVILLE,ARRAS,27,0.0003025455557101127
ALBERTVILLE,ARRAS,28,0.00014059469941822883
ALBERTVILLE,ARRAS,29,0.0007824582824582825
ALBERTVILLE,ARRAS,30,0.0
ALBERTVILLE,BOURG SAINT MAURICE,0,0.002054794520547945
ALBERTVILLE,BOURG SAINT MAURICE,1,0.0
ALBERTVILLE,BOURG SAINT MAURICE,2,0.0
ALBERTVILLE,BOURG SAINT MAURICE,3,0.0
ALBERTVILLE,BOURG SAINT MAURICE,4,0.006265472237983151
ALBERTVILLE,BOURG SAINT MAURICE,5,0.005496245093019286
ALBERTVILLE,BOURG SAINT MAURICE,6,0.0005485104669887278
ALBERTVILLE,BOURG SAINT MAURICE,7,0.0011710754211935127
ALBERTVILLE,BOURG SAINT MAURICE,8,0.00233974358974359
ALBERTVILLE,BOURG SAINT MAURICE,9,0.0023232323232323234
ALBERTVILLE,BOURG SAINT MAURICE,10,0.00013020833333333333
ALBERTVILLE,BOURG SAINT MAURICE,11,0.0040315673216993085
ALBERTVILLE,BOURG SAINT MAURICE,12,0.0
ALBERTVILLE,BOURG SAINT MAURICE,13,0.0005376344086021505
ALBERTVILLE,BOURG SAINT MAURICE,14,0.0
ALBERTVILLE,BOURG SAINT MAURICE,15,0.0007236227824463118
ALBERTVILLE,BOURG SAINT MAURICE,16,0.0
ALBERTVILLE,BOURG SAINT MAURICE,17,0.0001388888888888889
ALBERTVILLE,BOURG SAINT MAURICE,18,0.0
ALBERTVILLE,BOURG SAINT MAURICE,19,0.0
ALBERTVILLE,BOURG SAINT MAURICE,20,0.0
ALBERTVILLE,BOURG SAINT MAURICE,21,0.0002849002849002849
ALBERTVILLE,BOURG SAINT MAURICE,22,0.0006172839506172839
ALBERTVILLE,BOURG SAINT MAURICE,23,0.0
ALBERTVILLE,BOURG SAINT MAURICE,24,0.0
ALBERTVILLE,BOURG SAINT MAURICE,25,0.0
ALBERTVILLE,BOURG SAINT MAURICE,26,0.0
ALBERTVILLE,BOURG SAINT MAURICE,27,0.0
ALBERTVILLE,BOURG SAINT MAURICE,28,0.0002849002849002849
ALBERTVILLE,BOURG SAINT MAURICE,29,0.0
ALBERTVILLE,BOURG SAINT MAURICE,30,0.0
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,0,0.7953760177750583
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,1,0.8145039955076075
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,2,0.7840773192666673
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,3,0.8224459981309826
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,4,0.5993617545746902
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,5,0.6446420155185293
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,6,0.5990956414117594
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,7,0.6082788839296589
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,8,0.5968821279627999
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,9,0.6225812889819181
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,10,0.652174777228227
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,11,0.4855368713218092
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,12,0.022410964654218848
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,13,0.015510917312833787
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,14,0.01846615913760245
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,15,0.01461625217858532
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,16,0.011104426903327736
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,17,0.013528289215622357
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,18,0.01482369519852834
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,19,0.009383024433296172
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,20,0.013234207090018492
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,21,0.012420854575099482
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,22,0.01250497862432931
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,23,0.012168545391734844
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,24,0.012640009488526841
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,25,0.012261313906980383
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,26,0.012261313906980383
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,27,0.014472521788019485
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,28,0.011085410675317348
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,29,0.013415160060826537
ALBERTVILLE,CHAMBERY CHALLES LES EAUX,30,0.012859307734140877
ALBERTVILLE,DOUAI,0,0.09560095298442649
ALBERTVILLE,DOUAI,1,0.050128183590653054
ALBERTVILLE,DOUAI,2,0.018401130450556438
ALBERTVILLE,DOUAI,3,0.034699306911776376
ALBERTVILLE,DOUAI,4,0.015015117311833274
ALBERTVILLE,DOUAI,5,0.025771658361543288
ALBERTVILLE,DOUAI,6,0.01566686524955536
ALBERTVILLE,DOUAI,7,0.02425076371627333
ALBERTVILLE,DOUAI,8,0.027511149242116038
ALBERTVILLE,DOUAI,9,0.02029343408063394
ALBERTVILLE,DOUAI,10,0.024641443764866017
ALBERTVILLE,DOUAI,11,0.033362816477817046
ALBERTVILLE,DOUAI,12,0.002481060606060606
ALBERTVILLE,DOUAI,13,0.0010921717171717173
ALBERTVILLE,DOUAI,14,0.001025081321691491
ALBERTVILLE,DOUAI,15,0.0010921717171717173
ALBERTVILLE,DOUAI,16,0.000951589061345159
ALBERTVILLE,DOUAI,17,0.0013740344622697564
ALBERTVILLE,DOUAI,18,0.0008838383838383839
ALBERTVILLE,DOUAI,19,0.0021580631900399343
ALBERTVILLE,DOUAI,20,0.0010921717171717173
ALBERTVILLE,DOUAI,21,0.0020782199826317473
ALBERTVILLE,DOUAI,22,0.002481060606060606
ALBERTVILLE,DOUAI,23,0.0009177137225917714
ALBERTVILLE,DOUAI,24,0.0013372697563874035
ALBERTVILLE,DOUAI,25,0.0010921717171717173
ALBERTVILLE,DOUAI,26,0.0010921717171717173
ALBERTVILLE,DOUAI,27,0.0013031421813067385
ALBERTVILLE,DOUAI,28,0.0011411913250148544
ALBERTVILLE,DOUAI,29,0.001783054908054908
ALBERTVILLE,DOUAI,30,0.0
ALBERTVILLE,LANDRY,0,0.013846177740502593
ALBERTVILLE,LANDRY,1,0.0006802721088435374
ALBERTVILLE,LANDRY,2,0.0
ALBERTVILLE,LANDRY,3,0.0
ALBERTVILLE,LANDRY,4,0.002661868634379547
ALBERTVILLE,LANDRY,5,0.0017328042328042326
ALBERTVILLE,LANDRY,6,0.0017985104669887278
ALBERTVILLE,LANDRY,7,0.0011710754211935127
ALBERTVILLE,LANDRY,8,0.0008796296296296296
ALBERTVILLE,LANDRY,9,0.0023232323232323234
ALBERTVILLE,LANDRY,10,0.0006204044117647058
ALBERTVILLE,LANDRY,11,0.0019114114515434379
ALBERTVILLE,LANDRY,12,0.0
ALBERTVILLE,LANDRY,13,0.0005376344086021505
ALBERTVILLE,LANDRY,14,0.00013550135501355014
ALBERTVILLE,LANDRY,15,0.0007236227824463118
ALBERTVILLE,LANDRY,16,0.0
ALBERTVILLE,LANDRY,17,0.0001388888888888889
ALBERTVILLE,LANDRY,18,0.0
ALBERTVILLE,LANDRY,19,0.0
ALBERTVILLE,LANDRY,20,0.0
ALBERTVILLE,LANDRY,21,0.0002849002849002849
ALBERTVILLE,LANDRY,22,0.0
ALBERTVILLE,LANDRY,23,0.0
ALBERTVILLE,LANDRY,24,9.746588693957115e-05
ALBERTVILLE,LANDRY,25,0.0
ALBERTVILLE,LANDRY,26,0.0
ALBERTVILLE,LANDRY,27,0.0
ALBERTVILLE,LANDRY,28,0.0002849002849002849
ALBERTVILLE,LANDRY,29,0.0
ALBERTVILLE,LANDRY,30,0.0
ALBERTVILLE,LILLE (intramuros),0,0.09553464432099021
ALBERTVILLE,LILLE (intramuros),1,0.054986630243564386
ALBERTVILLE,LILLE (intramuros),2,0.021484646116580245
ALBERTVILLE,LILLE (intramuros),3,0.03272396235589649
ALBERTVILLE,LILLE (intramuros),4,0.024078705671563134
ALBERTVILLE,LILLE (intramuros),5,0.02208293682530409
ALBERTVILLE,LILLE (intramuros),6,0.02479431660717268
ALBERTVILLE,LILLE (intramuros),7,0.03071466908928273
ALBERTVILLE,LILLE (intramuros),8,0.02455798330254355
ALBERTVILLE,LILLE (intramuros),9,0.02323782097479532
ALBERTVILLE,LILLE (intramuros),10,0.03417097995501389
ALBERTVILLE,LILLE (intramuros),11,0.03378215194995696
ALBERTVILLE,LILLE (intramuros),12,0.0020558748403575987
ALBERTVILLE,LILLE (intramuros),13,0.0014528619528619527
ALBERTVILLE,LILLE (intramuros),14,0.0025820105820105817
ALBERTVILLE,LILLE (intramuros),15,0.0007962962962962964
ALBERTVILLE,LILLE (intramuros),16,0.001119149014619398
ALBERTVILLE,LILLE (intramuros),17,0.0007962962962962964
ALBERTVILLE,LILLE (intramuros),18,0.0007962962962962964
ALBERTVILLE,LILLE (intramuros),19,0.0022654135756161264
ALBERTVILLE,LILLE (intramuros),20,0.0007962962962962964
ALBERTVILLE,LILLE (intramuros),21,0.0007962962962962964
ALBERTVILLE,LILLE (intramuros),22,0.0007962962962962964
ALBERTVILLE,LILLE (intramuros),23,0.0010852736758660106
ALBERTVILLE,LILLE (intramuros),24,0.0010155945419103314
ALBERTVILLE,LILLE (intramuros),25,0.0007962962962962964
ALBERTVILLE,LILLE (intramuros),26,0.0009153439153439154
ALBERTVILLE,LILLE (intramuros),27,0.0010072667604313175
ALBERTVILLE,LILLE (intramuros),28,0.0020217864923747276
ALBERTVILLE,LILLE (intramuros),29,0.001019510582010582
ALBERTVILLE,LILLE (intramuros),30,0.0007962962962962964
ALBERTVILLE,MARNE LA VALLEE CHESSY,0,0.45516320258580123
ALBERTVILLE,MARNE LA VALLEE CHESSY,1,0.06718972754576275
ALBERTVILLE,MARNE LA VALLEE CHESSY,2,0.05215074119098693
ALBERTVILLE,MARNE LA VALLEE CHESSY,3,0.03388058940790411
ALBERTVILLE,MARNE LA VALLEE CHESSY,4,0.01075429645240153
ALBERTVILLE,MARNE LA VALLEE CHESSY,5,0.016663501377521345
ALBERTVILLE,MARNE LA VALLEE CHESSY,6,0.009900512717272408
ALBERTVILLE,MARNE LA VALLEE CHESSY,7,0.03028865534192872
ALBERTVILLE,MARNE LA VALLEE CHESSY,8,0.012362148375741998
ALBERTVILLE,MARNE LA VALLEE CHESSY,9,0.01463807785484901
ALBERTVILLE,MARNE LA VALLEE CHESSY,10,0.014060750246133277
ALBERTVILLE,MARNE LA VALLEE CHESSY,11,0.012826109551653598
ALBERTVILLE,MARNE LA VALLEE CHESSY,12,0.003452214420376993
ALBERTVILLE,MARNE LA VALLEE CHESSY,13,0.0041028623226388675
ALBERTVILLE,MARNE LA VALLEE CHESSY,14,0.006420215275567728
ALBERTVILLE,MARNE LA VALLEE CHESSY,15,0.004592710646583071
ALBERTVILLE,MARNE LA VALLEE CHESSY,16,0.004923056326759608
ALBERTVILLE,MARNE LA VALLEE CHESSY,17,0.0051209361598534495
ALBERTVILLE,MARNE LA VALLEE CHESSY,18,0.004631833410807124
ALBERTVILLE,MARNE LA VALLEE CHESSY,19,0.002771529865853429
ALBERTVILLE,MARNE LA VALLEE CHESSY,20,0.0023302203397258647
ALBERTVILLE,MARNE LA VALLEE CHESSY,21,0.0017436190325363222
ALBERTVILLE,MARNE LA VALLEE CHESSY,22,0.002785285699202989
ALBERTVILLE,MARNE LA VALLEE CHESSY,23,0.0020277099416272314
ALBERTVILLE,MARNE LA VALLEE CHESSY,24,0.0017436190325363222
ALBERTVILLE,MARNE LA VALLEE CHESSY,25,0.002220354349088572
ALBERTVILLE,MARNE LA VALLEE CHESSY,26,0.003628909710194336
ALBERTVILLE,MARNE LA VALLEE CHESSY,27,0.001974350189847456
ALBERTVILLE,MARNE LA VALLEE CHESSY,28,0.0015077699759325487
ALBERTVILLE,MARNE LA VALLEE CHESSY,29,0.0033826613237525264
ALBERTVILLE,MARNE LA VALLEE CHESSY,30,0.0016954576636202365
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,0,0.002054794520547945
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,1,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,2,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,3,0.0023809523809523807
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,4,0.002661868634379547
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,5,0.0017328042328042326
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,6,0.0014512882447665055
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,7,0.0010273972602739725
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,8,0.0018518518518518517
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,9,0.00648989898989899
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,10,0.0006204044117647058
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,11,0.0030725726127045993
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,12,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,13,0.0005376344086021505
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,14,0.00013550135501355014
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,15,0.0007236227824463118
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,16,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,17,0.0001388888888888889
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,18,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,19,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,20,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,21,0.0002849002849002849
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,22,0.0006172839506172839
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,23,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,24,9.746588693957115e-05
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,25,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,26,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,27,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,28,0.0002849002849002849
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,29,0.0
ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,30,0.0
ALBERTVILLE,TGV HAUTE PICARDIE,0,0.041145069343030825
ALBERTVILLE,TGV HAUTE PICARDIE,1,0.020813190956516677
ALBERTVILLE,TGV HAUTE PICARDIE,2,0.019691504001496385
ALBERTVILLE,TGV HAUTE PICARDIE,3,0.0063581706681630525
ALBERTVILLE,TGV HAUTE PICARDIE,4,0.003788937044739994
ALBERTVILLE,TGV HAUTE PICARDIE,5,0.004709718937744109
ALBERTVILLE,TGV HAUTE PICARDIE,6,0.006501193592121989
ALBERTVILLE,TGV HAUTE PICARDIE,7,0.008960894716697665
ALBERTVILLE,TGV HAUTE PICARDIE,8,0.012102692552892785
ALBERTVILLE,TGV HAUTE PICARDIE,9,0.011180275381200281
ALBERTVILLE,TGV HAUTE PICARDIE,10,0.010492583218145335
ALBERTVILLE,TGV HAUTE PICARDIE,11,0.013327306008023163
ALBERTVILLE,TGV HAUTE PICARDIE,12,0.00026960784313725494
ALBERTVILLE,TGV HAUTE PICARDIE,13,0.00026960784313725494
ALBERTVILLE,TGV HAUTE PICARDIE,14,0.002196565066704648
ALBERTVILLE,TGV HAUTE PICARDIE,15,0.0
ALBERTVILLE,TGV HAUTE PICARDIE,16,0.00033735852064403
ALBERTVILLE,TGV HAUTE PICARDIE,17,0.0017279411764705881
ALBERTVILLE,TGV HAUTE PICARDIE,18,0.0007082043343653251
ALBERTVILLE,TGV HAUTE PICARDIE,19,0.00026960784313725494
ALBERTVILLE,TGV HAUTE PICARDIE,20,0.00026960784313725494
ALBERTVILLE,TGV HAUTE PICARDIE,21,0.00047527706734867863
ALBERTVILLE,TGV HAUTE PICARDIE,22,0.00026960784313725494
ALBERTVILLE,TGV HAUTE PICARDIE,23,0.0003034831818906425
ALBERTVILLE,TGV HAUTE PICARDIE,24,0.00026960784313725494
ALBERTVILLE,TGV HAUTE PICARDIE,25,0.0027001633986928108
ALBERTVILLE,TGV HAUTE PICARDIE,26,0.00026960784313725494
ALBERTVILLE,TGV HAUTE PICARDIE,27,0.00048057830727227604
ALBERTVILLE,TGV HAUTE PICARDIE,28,0.002069835180448991
ALBERTVILLE,TGV HAUTE PICARDIE,29,0.00352459359812301
ALBERTVILLE,TGV HAUTE PICARDIE,30,0.00026960784313725494
ARRAS,AEROPORT ROISSY CDG 2 TGV,0,0.6846697265471255
ARRAS,AEROPORT ROISSY CDG 2 TGV,1,0.6669782417207782
ARRAS,AEROPORT ROISSY CDG 2 TGV,2,0.6724165168306914
ARRAS,AEROPORT ROISSY CDG 2 TGV,3,0.6786715530635758
ARRAS,AEROPORT ROISSY CDG 2 TGV,4,0.6765949736152551
ARRAS,AEROPORT ROISSY CDG 2 TGV,5,0.6635303318591589
ARRAS,AEROPORT ROISSY CDG 2 TGV,6,0.6542670429817496
ARRAS,AEROPORT ROISSY CDG 2 TGV,7,0.6497764276471465
ARRAS,AEROPORT ROISSY CDG 2 TGV,8,0.6416787012617323
ARRAS,AEROPORT ROISSY CDG 2 TGV,9,0.6485191435848655
ARRAS,AEROPORT ROISSY CDG 2 TGV,10,0.6532503738358224
ARRAS,AEROPORT ROISSY CDG 2 TGV,11,0.6454412725818578
ARRAS,AEROPORT ROISSY CDG 2 TGV,12,0.5659355682944511
ARRAS,AEROPORT ROISSY CDG 2 TGV,13,0.5643266257782605
ARRAS,AEROPORT ROISSY CDG 2 TGV,14,0.5689897055454751
ARRAS,AEROPORT ROISSY CDG 2 TGV,15,0.5725033472229685
ARRAS,AEROPORT ROISSY CDG 2 TGV,16,0.5748205839988657
ARRAS,AEROPORT ROISSY CDG 2 TGV,17,0.5933532507859303
ARRAS,AEROPORT ROISSY CDG 2 TGV,18,0.5904307479008432
ARRAS,AEROPORT ROISSY CDG 2 TGV,19,0.5895167824227963
ARRAS,AEROPORT ROISSY CDG 2 TGV,20,0.5889535017853866
ARRAS,AEROPORT ROISSY CDG 2 TGV,21,0.5961282889301504
ARRAS,AEROPORT ROISSY CDG 2 TGV,22,0.6082976920201869
ARRAS,AEROPORT ROISSY CDG 2 TGV,23,0.6082910052417231
ARRAS,AEROPORT ROISSY CDG 2 TGV,24,0.613684108700743
ARRAS,AEROPORT ROISSY CDG 2 TGV,25,0.619764384016078
ARRAS,AEROPORT ROISSY CDG 2 TGV,26,0.6138635529003148
ARRAS,AEROPORT ROISSY CDG 2 TGV,27,0.6124297182404936
ARRAS,AEROPORT ROISSY CDG 2 TGV,28,0.616405819078912
ARRAS,AEROPORT ROISSY CDG 2 TGV,29,0.6225415106186647
ARRAS,AEROPORT ROISSY CDG 2 TGV,30,0.21401174677824403
ARRAS,AIME LA PLAGNE,0,0.008256029684601113
ARRAS,AIME LA PLAGNE,1,0.008256029684601113
ARRAS,AIME LA PLAGNE,2,0.012121212121212121
ARRAS,AIME LA PLAGNE,3,0.010700757575757577
ARRAS,AIME LA PLAGNE,4,0.04714323526823527
ARRAS,AIME LA PLAGNE,5,0.044930925555925566
ARRAS,AIME LA PLAGNE,6,0.02957646872049046
ARRAS,AIME LA PLAGNE,7,0.006540404040404041
ARRAS,AIME LA PLAGNE,8,0.008186026936026937
ARRAS,AIME LA PLAGNE,9,0.012342171717171717
ARRAS,AIME LA PLAGNE,10,0.008909782347282347
ARRAS,AIME LA PLAGNE,11,0.016496115209883325
ARRAS,AIME LA PLAGNE,12,0.006537658030195344
ARRAS,AIME LA PLAGNE,13,0.002860095656980796
ARRAS,AIME LA PLAGNE,14,0.003100909593446907
ARRAS,AIME LA PLAGNE,15,0.002545354037891351
ARRAS,AIME LA PLAGNE,16,0.002545354037891351
ARRAS,AIME LA PLAGNE,17,0.002545354037891351
ARRAS,AIME LA PLAGNE,18,0.002377003869541183
ARRAS,AIME LA PLAGNE,19,0.0030572759783847204
ARRAS,AIME LA PLAGNE,20,0.003028445825330965
ARRAS,AIME LA PLAGNE,21,0.002545354037891351
ARRAS,AIME LA PLAGNE,22,0.002377003869541183
ARRAS,AIME LA PLAGNE,23,0.002545354037891351
ARRAS,AIME LA PLAGNE,24,0.002545354037891351
ARRAS,AIME LA PLAGNE,25,0.002545354037891351
ARRAS,AIME LA PLAGNE,26,0.002545354037891351
ARRAS,AIME LA PLAGNE,27,0.002545354037891351
ARRAS,AIME LA PLAGNE,28,0.002545354037891351
